decorated,undecorated
GetDriveTypeA,GetDriveTypeA
GetDriveTypeW,GetDriveTypeW
GetDurationFormat,GetDurationFormat
GetDurationFormatEx,GetDurationFormatEx
GetDynamicTimeZoneInformation,GetDynamicTimeZoneInformation
GetEnabledXStateFeatures,GetEnabledXStateFeatures
GetEncryptedFileVersionExt,GetEncryptedFileVersionExt
GetEnvironmentStrings,GetEnvironmentStrings
GetEnvironmentStringsA,GetEnvironmentStringsA
GetEnvironmentStringsW,GetEnvironmentStringsW
GetEnvironmentVariableA,GetEnvironmentVariableA
GetEnvironmentVariableW,GetEnvironmentVariableW
GetEraNameCountedString,GetEraNameCountedString
GetErrorMode,GetErrorMode
GetExitCodeProcess,GetExitCodeProcess
GetExitCodeThread,GetExitCodeThread
GetExpandedNameA,GetExpandedNameA
GetExpandedNameW,GetExpandedNameW
GetFileAttributesA,GetFileAttributesA
GetFileAttributesExA,GetFileAttributesExA
GetFileAttributesExW,GetFileAttributesExW
GetFileAttributesTransactedA,GetFileAttributesTransactedA
GetFileAttributesTransactedW,GetFileAttributesTransactedW
GetFileAttributesW,GetFileAttributesW
GetFileBandwidthReservation,GetFileBandwidthReservation
GetFileInformationByHandle,GetFileInformationByHandle
GetFileInformationByHandleEx,GetFileInformationByHandleEx
GetFileMUIInfo,GetFileMUIInfo
GetFileMUIPath,GetFileMUIPath
GetFileSize,GetFileSize
GetFileSizeEx,GetFileSizeEx
GetFileTime,GetFileTime
GetFileType,GetFileType
GetFinalPathNameByHandleA,GetFinalPathNameByHandleA
GetFinalPathNameByHandleW,GetFinalPathNameByHandleW
GetFirmwareEnvironmentVariableA,GetFirmwareEnvironmentVariableA
GetFirmwareEnvironmentVariableExA,GetFirmwareEnvironmentVariableExA
GetFirmwareEnvironmentVariableExW,GetFirmwareEnvironmentVariableExW
GetFirmwareEnvironmentVariableW,GetFirmwareEnvironmentVariableW
GetFirmwareType,GetFirmwareType
GetFullPathNameA,GetFullPathNameA
GetFullPathNameTransactedA,GetFullPathNameTransactedA
GetFullPathNameTransactedW,GetFullPathNameTransactedW
GetFullPathNameW,GetFullPathNameW
GetGeoInfoA,GetGeoInfoA
GetGeoInfoEx,GetGeoInfoEx
GetGeoInfoW,GetGeoInfoW
GetHandleInformation,GetHandleInformation
GetLargePageMinimum,GetLargePageMinimum
GetLargestConsoleWindowSize,GetLargestConsoleWindowSize
GetLastError,GetLastError
GetLocalTime,GetLocalTime
GetLocaleInfoA,GetLocaleInfoA
GetLocaleInfoEx,GetLocaleInfoEx
GetLocaleInfoW,GetLocaleInfoW
GetLogicalDriveStringsA,GetLogicalDriveStringsA
GetLogicalDriveStringsW,GetLogicalDriveStringsW
GetLogicalDrives,GetLogicalDrives
GetLogicalProcessorInformation,GetLogicalProcessorInformation
GetLogicalProcessorInformationEx,GetLogicalProcessorInformationEx
GetLongPathNameA,GetLongPathNameA
GetLongPathNameTransactedA,GetLongPathNameTransactedA
GetLongPathNameTransactedW,GetLongPathNameTransactedW
GetLongPathNameW,GetLongPathNameW
GetMailslotInfo,GetMailslotInfo
GetMaximumProcessorCount,GetMaximumProcessorCount
GetMaximumProcessorGroupCount,GetMaximumProcessorGroupCount
GetMemoryErrorHandlingCapabilities,GetMemoryErrorHandlingCapabilities
GetModuleFileNameA,GetModuleFileNameA
GetModuleFileNameW,GetModuleFileNameW
GetModuleHandleA,GetModuleHandleA
GetModuleHandleExA,GetModuleHandleExA
GetModuleHandleExW,GetModuleHandleExW
GetModuleHandleW,GetModuleHandleW
GetNLSVersion,GetNLSVersion
GetNLSVersionEx,GetNLSVersionEx
GetNamedPipeAttribute,GetNamedPipeAttribute
GetNamedPipeClientComputerNameA,GetNamedPipeClientComputerNameA
GetNamedPipeClientComputerNameW,GetNamedPipeClientComputerNameW
GetNamedPipeClientProcessId,GetNamedPipeClientProcessId
GetNamedPipeClientSessionId,GetNamedPipeClientSessionId
GetNamedPipeHandleStateA,GetNamedPipeHandleStateA
GetNamedPipeHandleStateW,GetNamedPipeHandleStateW
GetNamedPipeInfo,GetNamedPipeInfo
GetNamedPipeServerProcessId,GetNamedPipeServerProcessId
GetNamedPipeServerSessionId,GetNamedPipeServerSessionId
GetNativeSystemInfo,GetNativeSystemInfo
GetNextUmsListItem,GetNextUmsListItem
GetNextVDMCommand,GetNextVDMCommand
GetNumaAvailableMemoryNode,GetNumaAvailableMemoryNode
GetNumaAvailableMemoryNodeEx,GetNumaAvailableMemoryNodeEx
GetNumaHighestNodeNumber,GetNumaHighestNodeNumber
GetNumaNodeNumberFromHandle,GetNumaNodeNumberFromHandle
GetNumaNodeProcessorMask,GetNumaNodeProcessorMask
GetNumaNodeProcessorMaskEx,GetNumaNodeProcessorMaskEx
GetNumaProcessorNode,GetNumaProcessorNode
GetNumaProcessorNodeEx,GetNumaProcessorNodeEx
GetNumaProximityNode,GetNumaProximityNode
GetNumaProximityNodeEx,GetNumaProximityNodeEx
GetNumberFormatA,GetNumberFormatA
GetNumberFormatEx,GetNumberFormatEx
GetNumberFormatW,GetNumberFormatW
GetNumberOfConsoleFonts,GetNumberOfConsoleFonts
GetNumberOfConsoleInputEvents,GetNumberOfConsoleInputEvents
GetNumberOfConsoleMouseButtons,GetNumberOfConsoleMouseButtons
GetOEMCP,GetOEMCP
GetOverlappedResult,GetOverlappedResult
GetOverlappedResultEx,GetOverlappedResultEx
GetPackageApplicationIds,GetPackageApplicationIds
GetPackageFamilyName,GetPackageFamilyName
GetPackageFullName,GetPackageFullName
GetPackageId,GetPackageId
GetPackageInfo,GetPackageInfo
GetPackagePath,GetPackagePath
GetPackagePathByFullName,GetPackagePathByFullName
GetPackagesByPackageFamily,GetPackagesByPackageFamily
GetPhysicallyInstalledSystemMemory,GetPhysicallyInstalledSystemMemory
GetPriorityClass,GetPriorityClass
GetPrivateProfileIntA,GetPrivateProfileIntA
GetPrivateProfileIntW,GetPrivateProfileIntW
GetPrivateProfileSectionA,GetPrivateProfileSectionA
GetPrivateProfileSectionNamesA,GetPrivateProfileSectionNamesA
GetPrivateProfileSectionNamesW,GetPrivateProfileSectionNamesW
GetPrivateProfileSectionW,GetPrivateProfileSectionW
GetPrivateProfileStringA,GetPrivateProfileStringA
GetPrivateProfileStringW,GetPrivateProfileStringW
GetPrivateProfileStructA,GetPrivateProfileStructA
GetPrivateProfileStructW,GetPrivateProfileStructW
GetProcAddress,GetProcAddress
GetProcessAffinityMask,GetProcessAffinityMask
GetProcessDEPPolicy,GetProcessDEPPolicy
GetProcessDefaultCpuSets,GetProcessDefaultCpuSets
GetProcessGroupAffinity,GetProcessGroupAffinity
GetProcessHandleCount,GetProcessHandleCount
GetProcessHeap,GetProcessHeap
GetProcessHeaps,GetProcessHeaps
GetProcessId,GetProcessId
GetProcessIdOfThread,GetProcessIdOfThread
GetProcessInformation,GetProcessInformation
GetProcessIoCounters,GetProcessIoCounters
GetProcessMitigationPolicy,GetProcessMitigationPolicy
GetProcessPreferredUILanguages,GetProcessPreferredUILanguages
GetProcessPriorityBoost,GetProcessPriorityBoost
GetProcessShutdownParameters,GetProcessShutdownParameters
GetProcessTimes,GetProcessTimes
GetProcessVersion,GetProcessVersion
GetProcessWorkingSetSize,GetProcessWorkingSetSize
GetProcessWorkingSetSizeEx,GetProcessWorkingSetSizeEx
GetProcessorSystemCycleTime,GetProcessorSystemCycleTime
GetProductInfo,GetProductInfo
GetProfileIntA,GetProfileIntA
GetProfileIntW,GetProfileIntW
GetProfileSectionA,GetProfileSectionA
GetProfileSectionW,GetProfileSectionW
GetProfileStringA,GetProfileStringA
GetProfileStringW,GetProfileStringW
GetQueuedCompletionStatus,GetQueuedCompletionStatus
GetQueuedCompletionStatusEx,GetQueuedCompletionStatusEx
GetShortPathNameA,GetShortPathNameA
GetShortPathNameW,GetShortPathNameW
GetStagedPackagePathByFullName,GetStagedPackagePathByFullName
GetStartupInfoA,GetStartupInfoA
GetStartupInfoW,GetStartupInfoW
GetStateFolder,GetStateFolder
GetStdHandle,GetStdHandle
GetStringScripts,GetStringScripts
GetStringTypeA,GetStringTypeA
GetStringTypeExA,GetStringTypeExA
GetStringTypeExW,GetStringTypeExW
GetStringTypeW,GetStringTypeW
GetSystemAppDataKey,GetSystemAppDataKey
GetSystemCpuSetInformation,GetSystemCpuSetInformation
GetSystemDEPPolicy,GetSystemDEPPolicy
GetSystemDefaultLCID,GetSystemDefaultLCID
GetSystemDefaultLangID,GetSystemDefaultLangID
GetSystemDefaultLocaleName,GetSystemDefaultLocaleName
GetSystemDefaultUILanguage,GetSystemDefaultUILanguage
GetSystemDirectoryA,GetSystemDirectoryA
GetSystemDirectoryW,GetSystemDirectoryW
GetSystemFileCacheSize,GetSystemFileCacheSize
GetSystemFirmwareTable,GetSystemFirmwareTable
GetSystemInfo,GetSystemInfo
GetSystemPowerStatus,GetSystemPowerStatus
GetSystemPreferredUILanguages,GetSystemPreferredUILanguages
GetSystemRegistryQuota,GetSystemRegistryQuota
GetSystemTime,GetSystemTime
GetSystemTimeAdjustment,GetSystemTimeAdjustment
GetSystemTimeAsFileTime,GetSystemTimeAsFileTime
GetSystemTimePreciseAsFileTime,GetSystemTimePreciseAsFileTime
GetSystemTimes,GetSystemTimes
GetSystemWindowsDirectoryA,GetSystemWindowsDirectoryA
GetSystemWindowsDirectoryW,GetSystemWindowsDirectoryW
GetSystemWow64DirectoryA,GetSystemWow64DirectoryA
GetSystemWow64DirectoryW,GetSystemWow64DirectoryW
GetTapeParameters,GetTapeParameters
GetTapePosition,GetTapePosition
GetTapeStatus,GetTapeStatus
GetTempFileNameA,GetTempFileNameA
GetTempFileNameW,GetTempFileNameW
GetTempPath2A,GetTempPath2A
GetTempPath2W,GetTempPath2W
GetTempPathA,GetTempPathA
GetTempPathW,GetTempPathW
GetThreadContext,GetThreadContext
GetThreadDescription,GetThreadDescription
GetThreadErrorMode,GetThreadErrorMode
GetThreadGroupAffinity,GetThreadGroupAffinity
GetThreadIOPendingFlag,GetThreadIOPendingFlag
GetThreadId,GetThreadId
GetThreadIdealProcessorEx,GetThreadIdealProcessorEx
GetThreadInformation,GetThreadInformation
GetThreadLocale,GetThreadLocale
GetThreadPreferredUILanguages,GetThreadPreferredUILanguages
GetThreadPriority,GetThreadPriority
GetThreadPriorityBoost,GetThreadPriorityBoost
GetThreadSelectedCpuSets,GetThreadSelectedCpuSets
GetThreadSelectorEntry,GetThreadSelectorEntry
GetThreadTimes,GetThreadTimes
GetThreadUILanguage,GetThreadUILanguage
GetTickCount,GetTickCount
GetTickCount64,GetTickCount64
GetTimeFormatA,GetTimeFormatA
GetTimeFormatAWorker,GetTimeFormatAWorker
GetTimeFormatEx,GetTimeFormatEx
GetTimeFormatW,GetTimeFormatW
GetTimeFormatWWorker,GetTimeFormatWWorker
GetTimeZoneInformation,GetTimeZoneInformation
GetTimeZoneInformationForYear,GetTimeZoneInformationForYear
GetUILanguageInfo,GetUILanguageInfo
GetUmsCompletionListEvent,GetUmsCompletionListEvent
GetUmsSystemThreadInformation,GetUmsSystemThreadInformation
GetUserDefaultGeoName,GetUserDefaultGeoName
GetUserDefaultLCID,GetUserDefaultLCID
GetUserDefaultLangID,GetUserDefaultLangID
GetUserDefaultLocaleName,GetUserDefaultLocaleName
GetUserDefaultUILanguage,GetUserDefaultUILanguage
GetUserGeoID,GetUserGeoID
GetUserPreferredUILanguages,GetUserPreferredUILanguages
GetVDMCurrentDirectories,GetVDMCurrentDirectories
GetVersion,GetVersion
GetVersionExA,GetVersionExA
GetVersionExW,GetVersionExW
GetVolumeInformationA,GetVolumeInformationA
GetVolumeInformationByHandleW,GetVolumeInformationByHandleW
GetVolumeInformationW,GetVolumeInformationW
GetVolumeNameForVolumeMountPointA,GetVolumeNameForVolumeMountPointA
GetVolumeNameForVolumeMountPointW,GetVolumeNameForVolumeMountPointW
GetVolumePathNameA,GetVolumePathNameA
GetVolumePathNameW,GetVolumePathNameW
GetVolumePathNamesForVolumeNameA,GetVolumePathNamesForVolumeNameA
GetVolumePathNamesForVolumeNameW,GetVolumePathNamesForVolumeNameW
GetWindowsDirectoryA,GetWindowsDirectoryA
GetWindowsDirectoryW,GetWindowsDirectoryW
GetWriteWatch,GetWriteWatch
GetXStateFeaturesMask,GetXStateFeaturesMask
GlobalAddAtomA,GlobalAddAtomA
GlobalAddAtomExA,GlobalAddAtomExA
GlobalAddAtomExW,GlobalAddAtomExW
GlobalAddAtomW,GlobalAddAtomW
GlobalAlloc,GlobalAlloc
GlobalCompact,GlobalCompact
GlobalDeleteAtom,GlobalDeleteAtom
GlobalFindAtomA,GlobalFindAtomA
GlobalFindAtomW,GlobalFindAtomW
GlobalFix,GlobalFix
GlobalFlags,GlobalFlags
GlobalFree,GlobalFree
GlobalGetAtomNameA,GlobalGetAtomNameA
GlobalGetAtomNameW,GlobalGetAtomNameW
GlobalHandle,GlobalHandle
GlobalLock,GlobalLock
GlobalMemoryStatus,GlobalMemoryStatus
GlobalMemoryStatusEx,GlobalMemoryStatusEx
GlobalReAlloc,GlobalReAlloc
GlobalSize,GlobalSize
GlobalUnWire,GlobalUnWire
GlobalUnfix,GlobalUnfix
GlobalUnlock,GlobalUnlock
GlobalWire,GlobalWire
Heap32First,Heap32First
Heap32ListFirst,Heap32ListFirst
Heap32ListNext,Heap32ListNext
Heap32Next,Heap32Next
HeapAlloc,HeapAlloc
HeapCompact,HeapCompact
HeapCreate,HeapCreate
HeapDestroy,HeapDestroy
HeapFree,HeapFree
HeapLock,HeapLock
HeapQueryInformation,HeapQueryInformation
HeapReAlloc,HeapReAlloc
HeapSetInformation,HeapSetInformation
HeapSize,HeapSize
HeapSummary,HeapSummary
HeapUnlock,HeapUnlock
HeapValidate,HeapValidate
HeapWalk,HeapWalk
IdnToAscii,IdnToAscii
IdnToNameprepUnicode,IdnToNameprepUnicode
IdnToUnicode,IdnToUnicode
InitAtomTable,InitAtomTable
InitOnceBeginInitialize,InitOnceBeginInitialize
InitOnceComplete,InitOnceComplete
InitOnceExecuteOnce,InitOnceExecuteOnce
InitOnceInitialize,InitOnceInitialize
InitializeConditionVariable,InitializeConditionVariable
InitializeContext,InitializeContext
InitializeContext2,InitializeContext2
InitializeCriticalSection,InitializeCriticalSection
InitializeCriticalSectionAndSpinCount,InitializeCriticalSectionAndSpinCount
InitializeCriticalSectionEx,InitializeCriticalSectionEx
InitializeEnclave,InitializeEnclave
InitializeProcThreadAttributeList,InitializeProcThreadAttributeList
InitializeSListHead,InitializeSListHead
InitializeSRWLock,InitializeSRWLock
InitializeSynchronizationBarrier,InitializeSynchronizationBarrier
InstallELAMCertificateInfo,InstallELAMCertificateInfo
InterlockedFlushSList,InterlockedFlushSList
InterlockedPopEntrySList,InterlockedPopEntrySList
InterlockedPushEntrySList,InterlockedPushEntrySList
InterlockedPushListSList,InterlockedPushListSList
InterlockedPushListSListEx,InterlockedPushListSListEx
InvalidateConsoleDIBits,InvalidateConsoleDIBits
IsBadCodePtr,IsBadCodePtr
IsBadHugeReadPtr,IsBadHugeReadPtr
IsBadHugeWritePtr,IsBadHugeWritePtr
IsBadReadPtr,IsBadReadPtr
IsBadStringPtrA,IsBadStringPtrA
IsBadStringPtrW,IsBadStringPtrW
IsBadWritePtr,IsBadWritePtr
IsCalendarLeapDay,IsCalendarLeapDay
IsCalendarLeapMonth,IsCalendarLeapMonth
IsCalendarLeapYear,IsCalendarLeapYear
IsDBCSLeadByte,IsDBCSLeadByte
IsDBCSLeadByteEx,IsDBCSLeadByteEx
IsDebuggerPresent,IsDebuggerPresent
IsEnclaveTypeSupported,IsEnclaveTypeSupported
IsNLSDefinedString,IsNLSDefinedString
IsNativeVhdBoot,IsNativeVhdBoot
IsNormalizedString,IsNormalizedString
IsProcessCritical,IsProcessCritical
IsProcessInJob,IsProcessInJob
IsProcessorFeaturePresent,IsProcessorFeaturePresent
IsSystemResumeAutomatic,IsSystemResumeAutomatic
IsThreadAFiber,IsThreadAFiber
IsThreadpoolTimerSet,IsThreadpoolTimerSet
IsUserCetAvailableInEnvironment,IsUserCetAvailableInEnvironment
IsValidCalDateTime,IsValidCalDateTime
IsValidCodePage,IsValidCodePage
IsValidLanguageGroup,IsValidLanguageGroup
IsValidLocale,IsValidLocale
IsValidLocaleName,IsValidLocaleName
IsValidNLSVersion,IsValidNLSVersion
IsWow64GuestMachineSupported,IsWow64GuestMachineSupported
IsWow64Process,IsWow64Process
IsWow64Process2,IsWow64Process2
K32EmptyWorkingSet,K32EmptyWorkingSet
K32EnumDeviceDrivers,K32EnumDeviceDrivers
K32EnumPageFilesA,K32EnumPageFilesA
K32EnumPageFilesW,K32EnumPageFilesW
K32EnumProcessModules,K32EnumProcessModules
K32EnumProcessModulesEx,K32EnumProcessModulesEx
K32EnumProcesses,K32EnumProcesses
K32GetDeviceDriverBaseNameA,K32GetDeviceDriverBaseNameA
K32GetDeviceDriverBaseNameW,K32GetDeviceDriverBaseNameW
K32GetDeviceDriverFileNameA,K32GetDeviceDriverFileNameA
K32GetDeviceDriverFileNameW,K32GetDeviceDriverFileNameW
K32GetMappedFileNameA,K32GetMappedFileNameA
K32GetMappedFileNameW,K32GetMappedFileNameW
K32GetModuleBaseNameA,K32GetModuleBaseNameA
K32GetModuleBaseNameW,K32GetModuleBaseNameW
K32GetModuleFileNameExA,K32GetModuleFileNameExA
K32GetModuleFileNameExW,K32GetModuleFileNameExW
K32GetModuleInformation,K32GetModuleInformation
K32GetPerformanceInfo,K32GetPerformanceInfo
K32GetProcessImageFileNameA,K32GetProcessImageFileNameA
K32GetProcessImageFileNameW,K32GetProcessImageFileNameW
K32GetProcessMemoryInfo,K32GetProcessMemoryInfo
K32GetWsChanges,K32GetWsChanges
K32GetWsChangesEx,K32GetWsChangesEx
K32InitializeProcessForWsWatch,K32InitializeProcessForWsWatch
K32QueryWorkingSet,K32QueryWorkingSet
K32QueryWorkingSetEx,K32QueryWorkingSetEx
LCIDToLocaleName,LCIDToLocaleName
LCMapStringA,LCMapStringA
LCMapStringEx,LCMapStringEx
LCMapStringW,LCMapStringW
LZClose,LZClose
LZCloseFile,LZCloseFile
LZCopy,LZCopy
LZCreateFileW,LZCreateFileW
LZDone,LZDone
LZInit,LZInit
LZOpenFileA,LZOpenFileA
LZOpenFileW,LZOpenFileW
LZRead,LZRead
LZSeek,LZSeek
LZStart,LZStart
LeaveCriticalSection,LeaveCriticalSection
LeaveCriticalSectionWhenCallbackReturns,LeaveCriticalSectionWhenCallbackReturns
LoadAppInitDlls,LoadAppInitDlls
LoadEnclaveData,LoadEnclaveData
LoadLibraryA,LoadLibraryA
LoadLibraryExA,LoadLibraryExA
LoadLibraryExW,LoadLibraryExW
LoadLibraryW,LoadLibraryW
LoadModule,LoadModule
LoadPackagedLibrary,LoadPackagedLibrary
LoadResource,LoadResource
LoadStringBaseExW,LoadStringBaseExW
LoadStringBaseW,LoadStringBaseW
LocalAlloc,LocalAlloc
LocalCompact,LocalCompact
LocalFileTimeToFileTime,LocalFileTimeToFileTime
LocalFileTimeToLocalSystemTime,LocalFileTimeToLocalSystemTime
LocalFlags,LocalFlags
LocalFree,LocalFree
LocalHandle,LocalHandle
LocalLock,LocalLock
LocalReAlloc,LocalReAlloc
LocalShrink,LocalShrink
LocalSize,LocalSize
LocalSystemTimeToLocalFileTime,LocalSystemTimeToLocalFileTime
LocalUnlock,LocalUnlock
LocaleNameToLCID,LocaleNameToLCID
LocateXStateFeature,LocateXStateFeature
LockFile,LockFile
LockFileEx,LockFileEx
LockResource,LockResource
MapUserPhysicalPages,MapUserPhysicalPages
MapUserPhysicalPagesScatter,MapUserPhysicalPagesScatter
MapViewOfFile,MapViewOfFile
MapViewOfFileEx,MapViewOfFileEx
MapViewOfFileExNuma,MapViewOfFileExNuma
MapViewOfFileFromApp,MapViewOfFileFromApp
Module32First,Module32First
Module32FirstW,Module32FirstW
Module32Next,Module32Next
Module32NextW,Module32NextW
MoveFileA,MoveFileA
MoveFileExA,MoveFileExA
MoveFileExW,MoveFileExW
MoveFileTransactedA,MoveFileTransactedA
MoveFileTransactedW,MoveFileTransactedW
MoveFileW,MoveFileW
MoveFileWithProgressA,MoveFileWithProgressA
MoveFileWithProgressW,MoveFileWithProgressW
MulDiv,MulDiv
MultiByteToWideChar,MultiByteToWideChar
NeedCurrentDirectoryForExePathA,NeedCurrentDirectoryForExePathA
NeedCurrentDirectoryForExePathW,NeedCurrentDirectoryForExePathW
NlsCheckPolicy,NlsCheckPolicy
NlsGetCacheUpdateCount,NlsGetCacheUpdateCount
NlsUpdateLocale,NlsUpdateLocale
NlsUpdateSystemLocale,NlsUpdateSystemLocale
NormalizeString,NormalizeString
NotifyMountMgr,NotifyMountMgr
NotifyUILanguageChange,NotifyUILanguageChange
NtVdm64CreateProcessInternalW,NtVdm64CreateProcessInternalW
OOBEComplete,OOBEComplete
OfferVirtualMemory,OfferVirtualMemory
OpenConsoleW,OpenConsoleW
OpenConsoleWStub,OpenConsoleWStub
OpenEventA,OpenEventA
OpenEventW,OpenEventW
OpenFile,OpenFile
OpenFileById,OpenFileById
OpenFileMappingA,OpenFileMappingA
OpenFileMappingW,OpenFileMappingW
OpenJobObjectA,OpenJobObjectA
OpenJobObjectW,OpenJobObjectW
OpenMutexA,OpenMutexA
OpenMutexW,OpenMutexW
OpenPackageInfoByFullName,OpenPackageInfoByFullName
OpenPrivateNamespaceA,OpenPrivateNamespaceA
OpenPrivateNamespaceW,OpenPrivateNamespaceW
OpenProcess,OpenProcess
OpenProcessToken,OpenProcessToken
OpenProfileUserMapping,OpenProfileUserMapping
OpenSemaphoreA,OpenSemaphoreA
OpenSemaphoreW,OpenSemaphoreW
OpenState,OpenState
OpenStateExplicit,OpenStateExplicit
OpenThread,OpenThread
OpenThreadToken,OpenThreadToken
OpenWaitableTimerA,OpenWaitableTimerA
OpenWaitableTimerW,OpenWaitableTimerW
OutputDebugStringA,OutputDebugStringA
OutputDebugStringW,OutputDebugStringW
PackageFamilyNameFromFullName,PackageFamilyNameFromFullName
PackageFamilyNameFromId,PackageFamilyNameFromId
PackageFullNameFromId,PackageFullNameFromId
PackageIdFromFullName,PackageIdFromFullName
PackageNameAndPublisherIdFromFamilyName,PackageNameAndPublisherIdFromFamilyName
ParseApplicationUserModelId,ParseApplicationUserModelId
PeekConsoleInputA,PeekConsoleInputA
PeekConsoleInputW,PeekConsoleInputW
PeekNamedPipe,PeekNamedPipe
PostQueuedCompletionStatus,PostQueuedCompletionStatus
PowerClearRequest,PowerClearRequest
PowerCreateRequest,PowerCreateRequest
PowerSetRequest,PowerSetRequest
PrefetchVirtualMemory,PrefetchVirtualMemory
PrepareTape,PrepareTape
PrivCopyFileExW,PrivCopyFileExW
PrivMoveFileIdentityW,PrivMoveFileIdentityW
Process32First,Process32First
Process32FirstW,Process32FirstW
Process32Next,Process32Next
Process32NextW,Process32NextW
ProcessIdToSessionId,ProcessIdToSessionId
PssCaptureSnapshot,PssCaptureSnapshot
PssDuplicateSnapshot,PssDuplicateSnapshot
PssFreeSnapshot,PssFreeSnapshot
PssQuerySnapshot,PssQuerySnapshot
PssWalkMarkerCreate,PssWalkMarkerCreate
PssWalkMarkerFree,PssWalkMarkerFree
PssWalkMarkerGetPosition,PssWalkMarkerGetPosition
PssWalkMarkerRewind,PssWalkMarkerRewind
PssWalkMarkerSeek,PssWalkMarkerSeek
PssWalkMarkerSeekToBeginning,PssWalkMarkerSeekToBeginning
PssWalkMarkerSetPosition,PssWalkMarkerSetPosition
PssWalkMarkerTell,PssWalkMarkerTell
PssWalkSnapshot,PssWalkSnapshot
PulseEvent,PulseEvent
PurgeComm,PurgeComm
QueryActCtxSettingsW,QueryActCtxSettingsW
